연번,군구명,병원종별,의료기관명,소재지,병실수,병상수,진료과목,
1262,연수구,한의원,코스비한의원,"인천광역시 연수구 해돋이로 116, 3층 (송도동, 센트럴프라자)",0,0,한방내과 한방안·이비인후·피부과 사상체질과 한방부인과 한방신경정신과 침구과 한방소아과 한방재활의학과,
1263,연수구,한의원,맑은샘한의원,"인천광역시 연수구 용담로 153, 402호 (연수동, 대동월드스포츠센터)",0,0,침구과 사상체질과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과,
1264,연수구,한의원,둘리한의원,"인천광역시 연수구 앵고개로246번길 10, 5층 (동춘동, 대산프라자)",0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,
1265,연수구,한의원,연수백세한의원,"인천광역시 연수구 원인재로 310, 경남아파트 상가 (연수동)",0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 침구과,
1266,연수구,한의원,새생명한의원,"인천광역시 연수구 용담로 11, 207호 (청학동, 시대아파트상가)",0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,
1267,연수구,한의원,청송한의원,"인천광역시 연수구 독배로 55, 3층 (옥련동)",0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 침구과,
1268,연수구,한의원,몸바로한의원,"인천광역시 연수구 인천타워대로 251, 홀리데이 인 인천송도호텔 호텔동 201호 (송도동)",0,0,침구과 사상체질과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과,
1269,연수구,한의원,봄한의원,"인천광역시 연수구 독배로 42, 2층 (옥련동)",0,0,한방내과 한방안·이비인후·피부과 사상체질과 한방부인과 한방신경정신과 침구과 한방소아과 한방재활의학과 한방응급과,
1270,연수구,한의원,옥련한의원,인천광역시 연수구 한진로25번길 4 (옥련동),0,0,한방내과,
1271,연수구,한의원,다산한의원,"인천광역시 연수구 학나래로118번길 9, 209, 210호 (선학동, 선학프라자)",0,0,한방내과 한방안·이비인후·피부과 사상체질과 한방부인과 한방신경정신과 침구과 한방소아과 한방재활의학과,
1272,연수구,한의원,신농씨한의원,인천광역시 연수구 먼우금로188번길 12 (연수동),0,0,한방내과,
1273,연수구,한의원,제중한의원,"인천광역시 연수구 원인재로 180, 307호 (연수동, 우성상가)",0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,
1274,연수구,한의원,하얀마음한의원,"인천광역시 연수구 먼우금로 194, 2층 (연수동)",0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 사상체질과 침구과,
1275,연수구,한의원,하나한의원,인천광역시 연수구 앵고개로264번길 30-4 (동춘동),0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 침구과,
1276,연수구,한의원,주행경희한의원,인천광역시 연수구 청량로 188 (옥련동),0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과,
1277,연수구,한의원,고려한의원,인천광역시 연수구 독배로40번길 47 (옥련동),0,0,한방내과,
1278,연수구,한의원,세명한의원,인천광역시 연수구 샘말로62번길 20 (연수동),0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 침구과,
1279,연수구,한의원,담연한의원,"인천광역시 연수구 청능대로 93, 이리옴프라자 5층 502호 (청학동)",0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 침구과,
1280,연수구,한의원,유승엽한의원,"인천광역시 연수구 앵고개로264번길 18 (동춘동, 정방빌딩)",0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과,
1281,연수구,한의원,동인당한의원,인천광역시 연수구 앵고개로 256 (동춘동),0,0,한방내과,
1282,연수구,한의원,본디올경희한의원,인천광역시 연수구 앵고개로 250 (동춘동),0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,
1283,연수구,한의원,남송한의원,인천광역시 연수구 먼우금로 88 (동춘동),0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 침구과,
1284,연수구,한의원,김규식한의원,인천광역시 연수구 비류대로 429 (연수동),0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 침구과,
1285,연수구,한의원,성성한의원,"인천광역시 연수구 용담로 115, 7층 (연수동, 파크타워)",0,0,한방내과,
1286,연수구,한의원,해인당한의원,인천광역시 연수구 함박뫼로 68 (연수동),0,0,한방안·이비인후·피부과 사상체질과 한방부인과 한방신경정신과 침구과 한방내과 한방소아과 한방재활의학과 한방응급과,
1287,연수구,한의원,김종욱한의원,"인천광역시 연수구 원인재로 88, 201호 (동춘동, 대우삼환아파트상가)",0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 침구과,
1288,연수구,한의원,동의보감한의원,"인천광역시 연수구 청능대로 103, 2층 일부호 (연수동)",9,13,침구과 사상체질과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과,
1289,연수구,한의원,서명원한의원,인천광역시 연수구 한나루로 182 (옥련동),0,0,한방내과,
1290,연수구,한의원,스마일한의원,"인천광역시 연수구 앵고개로 260, 맘모스빌딩 304~313호 (동춘동)",9,23,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과 한방응급과,
1291,연수구,보건소,연수구보건소,"인천광역시 연수구 함박뫼로 13 (청학동, 연수보건소)",0,0,보건소,
1292,연수구,보건지소,송도보건지소,"인천광역시 연수구 인천타워대로54번길 19 (송도동, 송도보건지소)",0,0, ,
1293,연수구,학교시설,인천연일학교 구강보건실,"인천광역시 연수구 함박뫼로 208 (연수동, 인천연일학교)",0,0,학교시설                                                          ,
1294,남동구,병원,연세와병원,"인천광역시 남동구 정각로 2, 인천연세와병원 본관 지1층, 2~8층, 별관 1~4층, 옥탑 1~2층 (구월동)",26,81,영상의학과 마취통증의학과 신경외과 정형외과 내과,
1295,남동구,병원,글로벌365mc병원,"인천광역시 남동구 예술로 138, 이토타워 413~422호 (구월동)",11,30,가정의학과 외과,
1296,남동구,병원,서울바른척도병원,"인천광역시 남동구 구월로 233, 1층일부,2~5층 전체호 (구월동)",12,55,가정의학과 재활의학과 영상의학과 소아청소년과 마취통증의학과 신경외과 정형외과 내과,
1297,남동구,병원,해밀병원,"인천광역시 남동구 백범로 403, A동 지1층 ~ 지상 5층 (간석동)",16,44,가정의학과 재활의학과 마취통증의학과 정신건강의학과 신경과 내과,
1298,남동구,병원,대찬병원,"인천광역시 남동구 인주대로 590, 1층일부, 2~8층, 9층일부 (구월동)",26,99,가정의학과 영상의학과 마취통증의학과 신경외과 정형외과 외과 신경과 내과,
1299,남동구,병원,올림피아병원,"인천광역시 남동구 호구포로 836, 구월프라자 1~3,5,6일부층 (구월동)",38,163,침구과 한방재활의학과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과 직업환경의학과 가정의학과 재활의학과 피부과 소아청소년과 마취통증의학과 내과,
1300,남동구,병원,인천아시아드병원,"인천광역시 남동구 인주대로 664, 402호,501호 (구월동, 메인프라자2차)",14,65,한방내과 응급의학과 가정의학과 재활의학과 비뇨의학과 피부과 소아청소년과 신경외과 정형외과 외과 신경과 내과,
1301,남동구,병원,모두병원,"인천광역시 남동구 논고개로 88, 외 논고개로90 3층호 (논현동, 지하1층전부,1층일부,2,3,4,5,6,7층전부)",15,65,영상의학과 마취통증의학과 정형외과 내과,
1302,남동구,병원,서울이룸병원,"인천광역시 남동구 구월로 241, 1~5층 전체호 (구월동, 이룸메디컬)",20,68,내과 정형외과 소아청소년과,
1303,남동구,병원,국제바로병원,"인천광역시 남동구 석정로 518, 2층일부~9층 (간석동)",45,144,직업환경의학과 영상의학과 비뇨의학과 피부과 소아청소년과 마취통증의학과 신경외과 정형외과 외과 내과,
1304,남동구,병원,브래덤재활병원,"인천광역시 남동구 예술로192번길 36 (구월동, 지하1층~지하3층, 지상1층일부, 2층~9층)",38,166,내과 가정의학과 신경과 재활의학과,
1305,남동구,병원,미추홀병원,인천광역시 남동구 남동대로799번길 25 (구월동),51,233,한방내과 재활의학과 신경과 내과,
1306,남동구,병원,전병원,"인천광역시 남동구 인주대로 845, 847, 하촌로 4-20동 (만수동, 신성빌딩)",38,136,내과 외과 소아청소년과 신경외과 정형외과 재활의학과 피부과 비뇨의학과 영상의학과 병리과 마취통증의학과,
1307,남동구,요양병원,행복마을요양병원,"인천광역시 남동구 백범로 398, 새마을금고중앙회 (간석동)",32,171,한방내과 가정의학과 산부인과 심장혈관흉부외과 신경외과 정형외과 외과 신경과 내과,
1308,남동구,요양병원,인천수요양병원,"인천광역시 남동구 호구포로 214, 대진메디컬프라자 7~10층 (논현동)",17,97,침구과 한방내과 가정의학과 비뇨의학과 피부과 이비인후과 소아청소년과 신경과 내과,
1309,남동구,요양병원,스마일요양병원,"인천광역시 남동구 논현로26번길 6, 에이스프라자 2, 4~9층 (논현동)",36,198,침구과 사상체질과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과 가정의학과 비뇨의학과 피부과 이비인후과 신경외과 정형외과 외과 정신건강의학과 신경과 내과,
1310,남동구,요양병원,라임요양병원,인천광역시 남동구 구월로 135 (간석동),37,200,침구과 사상체질과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과 가정의학과 재활의학과 비뇨의학과 피부과 심장혈관흉부외과 신경외과 정형외과 외과 정신건강의학과 신경과 내과,
1311,남동구,요양병원,인천아산요양병원,"인천광역시 남동구 호구포로 212, 대양프라자빌딩 5,6,7,8층 (논현동)",25,142,침구과 한방재활의학과 한방부인과 한방내과 가정의학과 재활의학과 산부인과 심장혈관흉부외과 신경외과 정형외과 외과 신경과 내과,
1312,남동구,요양병원,가온요양병원,"인천광역시 남동구 남동대로 797, 가온 요양병원 (구월동)",31,169,한방내과 재활의학과 이비인후과 소아청소년과 외과 정신건강의학과 내과,
1313,남동구,요양병원,라이온요양병원,"인천광역시 남동구 경인로 520, 탑프라자2 5,6층일부7~10층 (간석동)",47,256,한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과 가정의학과 재활의학과 마취통증의학과 정신건강의학과 신경과 내과,
1314,남동구,요양병원,효민요양병원,"인천광역시 남동구 서창남순환로216번길 46, MS프라자, 3층일부, 4~6층, 7층일부 (서창동)",31,147,침구과 한방재활의학과 한방내과 가정의학과 재활의학과 정형외과 신경과 내과,
